protein_id,mass,stddev
sp|P0DPR3|TRDD1_HUMAN,260.28742275142065,0.14022295632295403
sp|P0DPI4|TDB01_HUMAN,290.2736968462286,0.1667834670654542
sp|P0DOY5|HD101_HUMAN,435.43041958649496,0.14022295634033355
sp|P01858|TUFT_HUMAN,500.5934606669013,0.14022295625220818
sp|P02729|GLUR_HUMAN,854.8474997485265,0.14022295634526247
sp|P22103|PNEU_HUMAN,956.0533376697962,0.1402229564714634
sp|P01358|GAJU_HUMAN,1004.0515536392762,0.14022295638294624
sp|P02728|GLEM_HUMAN,1049.0385774753067,0.1402229562764488
sp|P69208|MORN_HUMAN,1142.3499187718048,0.14022295648697694
sp|A0A0A0MT89|KJ01_HUMAN,1393.589094012783,0.1402229562570025
sp|O00453-9|LST1_HUMAN,1420.50949036919,0.14022295652563901
sp|A0A0J9YX06|TJB12_HUMAN,1634.7903212724696,0.14022295642382432
sp|A0A0J9YXA8|TJB11_HUMAN,1639.8101507239476,0.1402229563873671
sp|A0A0A0MT70|TJB26_HUMAN,1662.888360596282,0.1402229565683496
sp|A0A0A0MT78|TJB27_HUMAN,1718.8638385276936,0.14022295643872848
sp|A0A0A0MTA4|TJB25_HUMAN,1721.9539736522079,0.14022295636147852
sp|A0A0J9YWP8|TJB13_HUMAN,1729.8865079896198,0.14022295649967473
sp|A0A0A0MT87|TJB24_HUMAN,1737.9998175215524,0.14022295638428395
sp|A0A0A0MT94|TJB22_HUMAN,1739.926166892576,0.14022295622282913
sp|A0A0J9YXG5|TJB14_HUMAN,1740.953981963454,0.14022295626351086
sp|A0A0B4J200|TJB23_HUMAN,1755.925572215736,0.1402229563889741
sp|A0A075B706|TRDJ1_HUMAN,1761.0315888477023,0.1402229563561346
sp|A0A0J9YXM7|TJB15_HUMAN,1769.915785943324,0.14022295638429055
sp|A0A075B6S0|TRGJ1_HUMAN,1791.0559006551503,0.14022295616047914
sp|A0A0A0MTA7|TJB21_HUMAN,1829.0211476335542,0.14022295626318335
sp|P59103-2|DAOA_HUMAN,1851.2442052129766,0.1402229564312598
sp|A0A0J9YWX3|TJB16_HUMAN,1864.02725117984,0.14022295632695536
sp|A0A0C4DH62|HJ01_HUMAN,1910.0509683104478,0.14022295638003496
sp|A0A075B700|TJA31_HUMAN,1974.2502003403936,0.14022295635243687
sp|A0A075B6Y9|TJA42_HUMAN,2051.3500133184507,0.14022295642437876
sp|A0A075B6Y3|TJA3_HUMAN,2097.378786326663,0.14022295637971793
sp|A0A0C5B5G6|MOTSC_HUMAN,2174.5992133813547,0.15201511930073727
sp|Q9NRI7|PPY2_HUMAN,2178.7970261497335,0.15201511886533633
sp|P0CJ74|HMN7_HUMAN,2647.215668436408,0.15201511885342922
sp|P0CJ75|HMN8_HUMAN,2661.1594436178125,0.14022295645650634
sp|P0CJ72|HMN5_HUMAN,2666.1967636561353,0.1520151189631895
sp|Q9NZM6-4|PK2L2_HUMAN,2682.0559337588215,0.15201511901830397
sp|Q8IVG9|HUNIN_HUMAN,2687.2398905125083,0.1402229562771592
sp|P0CJ68|HMN1_HUMAN,2691.1854663469244,0.14022295633358814
sp|P0CJ76|HMN9_HUMAN,2694.1927592468905,0.14022295648855998
sp|P0CJ73|HMN6_HUMAN,2719.1956075685844,0.1402229564551414
sp|S4R3Y5|HMN11_HUMAN,2737.2953706580206,0.14022295655898817
sp|S4R3P1|HMN13_HUMAN,2751.2772604394527,0.14022295623388015
sp|P0CJ70|HMN3_HUMAN,2796.324656922971,0.1402229563087423
sp|P0CJ77|HMN10_HUMAN,2806.4056984945073,0.14022295634431942
sp|Q5TGZ0-2|MIC10_HUMAN,2809.189122609708,0.14022295629934986
sp|Q8N769-2|CN178_HUMAN,2815.2003634537,0.14022295645099872
sp|Q6Q0C1-2|S2547_HUMAN,2904.4543387318945,0.14022295631994708
sp|P0DMP1|HMN12_HUMAN,2960.5502960977283,0.1402229563587253
sp|Q8IZ96-15|CKLF1_HUMAN,2962.2161614760216,0.14022295633402462
sp|Q8N688-2|DB123_HUMAN,3070.7115044370717,0.14022295655890318
sp|P0CJ69|HMN2_HUMAN,3080.6715891840313,0.1402229564294721
sp|Q68G75-2|LEMD1_HUMAN,3160.778983479045,0.14022295661143167
sp|P0CJ71|HMN4_HUMAN,3246.831978563357,0.14022295643759702
sp|P16070-2|CD44_HUMAN,3326.947331500148,0.14022295646548494
sp|Q8IZ96-14|CKLF1_HUMAN,3384.713341894747,0.14022295651089756
sp|Q9Y442-2|CV024_HUMAN,3407.837990313266,0.14022295638673726
sp|Q9NRI6|PYY2_HUMAN,3432.040637807553,0.1402229564723959
sp|P62945|RL41_HUMAN,3456.329751233528,0.14022295633458604
sp|Q7Z4T9-5|CFA91_HUMAN,3480.7545783456153,0.1402229563318387
sp|Q8IVK1-2|GLCM1_HUMAN,3489.2008139226286,0.14022295630855683
sp|O00453-8|LST1_HUMAN,3492.001039704918,0.14022295636355805
sp|Q8IZ96-11|CKLF1_HUMAN,3498.748952746055,0.14022295650701802
sp|P0C5K6|CT18_HUMAN,3500.071467176208,0.14022295632352177
sp|O60259-4|KLK8_HUMAN,3653.390840758764,0.14022295632480464
sp|Q16831-2|UPP1_HUMAN,3694.055189368322,0.14022295633485304
sp|Q75NE6-2|MIRH1_HUMAN,3703.3090814917664,0.14022295641875487
sp|O00631|SARCO_HUMAN,3761.5520241432255,0.1402229564284853
sp|Q6NVV0|MKRN5_HUMAN,3804.963870579775,0.1402229563373217
sp|Q8N3H0-2|TAFA2_HUMAN,3805.3598478649624,0.14022295636032167
sp|Q8WZA8|GC224_HUMAN,3819.4622522792047,0.1402229563597338
sp|A0A286YEX9|SCGRX_HUMAN,3825.332953867619,0.15201511925638597
sp|Q8IX90-2|SKA3_HUMAN,3827.2965300312662,0.14022295628596912
sp|P0DN84|DWORF_HUMAN,3835.7377097306744,0.1402229564863639
sp|Q96T76-6|MMS19_HUMAN,3888.3968607987745,0.14022295645302307
sp|Q8NHV5-3|MOSMO_HUMAN,3966.5436903562195,0.1402229564480735
sp|Q05BU3|F86JP_HUMAN,4002.518181440415,0.1402229563727113
sp|Q8IZ96-13|CKLF1_HUMAN,4028.318363023731,0.14022295627241765
sp|Q9NNX6-9|CD209_HUMAN,4045.5777761486893,0.14022295631413498
sp|Q14602|ID2B_HUMAN,4054.75024855226,0.1402229565239738
sp|Q96MD7-2|CI085_HUMAN,4058.531773971855,0.14022295647843994
sp|P59090-2|TSAS2_HUMAN,4061.8151190001304,0.14022295652034575
sp|Q9NZC7-4|WWOX_HUMAN,4150.4588056860375,0.14022295659825706
sp|P0C6T2|OST4_HUMAN,4192.9937743050605,0.14022295627325732
sp|Q86Y28|BAGE4_HUMAN,4229.8831336321255,0.14022295632468088
sp|Q9NRR8-2|C42S1_HUMAN,4244.995961974226,0.1402229565568202
sp|P0DPQ6|DT3UO_HUMAN,4283.922906578659,0.14022295640147764
sp|Q29980-3|MICB_HUMAN,4287.025742272968,0.14022295658152317
sp|P49895-6|IOD1_HUMAN,4291.884048091761,0.152015119053401
sp|Q96T75-4|DSCR8_HUMAN,4295.178800439205,0.14022295643497706
sp|Q92876-3|KLK6_HUMAN,4333.275039110004,0.14022295626001083
sp|P62995-2|TRA2B_HUMAN,4389.807724462938,0.14022295630994577
sp|Q8N769-3|CN178_HUMAN,4398.9039676664515,0.1402229563188373
sp|Q8N999-2|CL029_HUMAN,4416.084726217335,0.1402229566107862
sp|Q14135-3|VGLL4_HUMAN,4466.909536779648,0.14022295633877058
sp|Q9NXW9-2|ALKB4_HUMAN,4556.225252879053,0.14022295636211912
sp|Q3LI62|KR204_HUMAN,4623.236780096151,0.14022295649079852
sp|O00453-7|LST1_HUMAN,4629.341163893065,0.14022295629296158
sp|P29558-4|RBMS1_HUMAN,4632.205642423763,0.1402229563001413
sp|Q6ZSJ8-2|CA122_HUMAN,4650.172167754158,0.14022295643390142
sp|Q495B1-6|AKD1A_HUMAN,4668.2554944808835,0.1402229563559289
sp|Q07812-3|BAX_HUMAN,4678.192555373239,0.1402229563721337
sp|Q96IR3|YV007_HUMAN,4679.243471186109,0.14022295643143579
sp|Q86WI0-3|LHPL1_HUMAN,4696.600083696123,0.14022295628103337
sp|Q86Y27|BAGE5_HUMAN,4710.509355093992,0.14022295645548122
sp|Q8N690-3|DB119_HUMAN,4722.675263183613,0.1402229563390808
sp|Q2I0M4-2|LRC26_HUMAN,4736.295781883378,0.14022295640564522
sp|Q96L11-2|LCFC1_HUMAN,4767.6245151675585,0.14022295633490464
sp|A0A0A0MT76|LJ01_HUMAN,4775.484165260854,0.14022295647822186
sp|Q13072|BAGE1_HUMAN,4809.643994737926,0.14022295655387826
sp|O95831-6|AIFM1_HUMAN,4811.681656902681,0.14022295663603881
sp|O14893-4|GEMI2_HUMAN,4825.591793551521,0.1402229564825876
sp|O43521-13|B2L11_HUMAN,4834.3344641403355,0.14022295630374237
sp|Q7LG56-5|RIR2B_HUMAN,4852.108468486726,0.14022295642814744
sp|Q8NHW4-7|CC4L_HUMAN,4854.855730053255,0.14022295651743694
sp|Q96T75-5|DSCR8_HUMAN,4883.683197384788,0.14022295639333637
sp|Q9UHU1|YK039_HUMAN,4898.607849144295,0.14022295636104973
sp|Q9NRY2-2|SOSSC_HUMAN,4903.48951960134,0.14022295636330687
sp|Q8N0T1-2|RBIS_HUMAN,4906.817303837148,0.1402229563712844
sp|Q3LI60|KR203_HUMAN,4908.477113892364,0.14022295628830403
sp|Q9BTK2|YX002_HUMAN,4915.613968134994,0.14022295623649186
sp|Q8NEZ5-2|FBX22_HUMAN,4921.755255556864,0.14022295623722375
sp|Q12996-3|CSTF3_HUMAN,4951.488212960976,0.14022295637556836
sp|Q7Z3S7-7|CA2D4_HUMAN,4954.655580154892,0.14022295641652568
sp|Q5JTD0-3|TJAP1_HUMAN,4958.647671422879,0.14022295638554938
sp|O97980|HMHB1_HUMAN,4964.474792116412,0.14022295642547314
sp|A1L3X4|MT1DP_HUMAN,4982.965573081093,0.14022295641703278
sp|P0DMW2|PYDC4_HUMAN,4992.73851588932,0.14022295651927147
sp|O14604|TYB4Y_HUMAN,5012.552582241888,0.1402229564372677
sp|Q8IVK1|GLCM1_HUMAN,5017.984357616899,0.14022295636326654
sp|P63313|TYB10_HUMAN,5025.6342268015105,0.140222956412313
sp|Q8IWJ2-3|GCC2_HUMAN,5042.826288950112,0.14022295655119751
sp|P62328|TYB4_HUMAN,5052.613207996353,0.14022295637141355
sp|Q11203-25|SIAT6_HUMAN,5056.051206136594,0.1402229563574847
sp|Q9NP97-2|DLRB1_HUMAN,5059.689747346318,0.14022295638864063
sp|Q14587-7|ZN268_HUMAN,5112.88506923108,0.14022295646188446
sp|Q6P444-2|MTFR2_HUMAN,5115.936009998835,0.14022295650207164
sp|Q6NUR6|R216L_HUMAN,5132.674878197535,0.14022295645354954
sp|Q9UKJ3-3|GPTC8_HUMAN,5133.416606272283,0.14022295638110588
sp|Q9BXN2-8|CLC7A_HUMAN,5163.563585825972,0.1402229563128315
sp|P0DMT0|MLN_HUMAN,5194.229322496866,0.14022295623051056
sp|Q8IZ96-12|CKLF1_HUMAN,5207.95878637117,0.14022295634678247
sp|P84101-4|SERF2_HUMAN,5215.898164395238,0.14022295642282667
sp|Q9Y5P2-3|CSAG2_HUMAN,5216.916735938039,0.1402229563180748
sp|Q3LI68|KR222_HUMAN,5217.7988916303,0.140222956491851
sp|P0CG34|TB15A_HUMAN,5228.787364858244,0.14022295632991147
sp|P0CG35|TB15B_HUMAN,5228.787364858244,0.14022295632991147
sp|P0C841|FA66E_HUMAN,5232.810095874673,0.14022295634318338
sp|E0CX11|STMP1_HUMAN,5265.208972012829,0.1402229564964698
sp|Q3MIV0|KR221_HUMAN,5274.812507917399,0.14022295645384683
sp|Q6ZV50-2|RFX8_HUMAN,5298.915053262459,0.14022295647595678
sp|Q9Y5M6|TISR_HUMAN,5320.585782966752,0.14022295638517107
sp|Q9UBC7-2|GALP_HUMAN,5321.261547371428,0.14022295625151504
sp|Q5XKR9-5|F104B_HUMAN,5338.955788588656,0.14022295635789336
sp|O15225|INE1_HUMAN,5365.262715639139,0.14022295633386525
sp|O75771-2|RA51D_HUMAN,5387.340978643203,0.14022295656732933
sp|Q9P1C3|YN010_HUMAN,5406.524588025755,0.1402229565029629
sp|Q8NHW4-8|CC4L_HUMAN,5410.4383131366585,0.14022295649793118
sp|Q9C0K3-2|ARP3C_HUMAN,5418.161704130351,0.1402229563669961
sp|Q32NB8-4|PGPS1_HUMAN,5463.408023092764,0.14022295639148472
sp|Q09428-3|ABCC8_HUMAN,5468.348099080871,0.14022295633706164
sp|Q96T75-6|DSCR8_HUMAN,5473.633833707062,0.14022295634542942
sp|Q99633-2|PRP18_HUMAN,5474.4008763682195,0.14022295651318586
sp|P30040-2|ERP29_HUMAN,5476.558184938656,0.14022295641089189
sp|Q96FC7-3|PHIPL_HUMAN,5541.268185843936,0.14022295656516923
sp|Q8N9A8-3|NEPR1_HUMAN,5618.450209881611,0.14022295646203742
sp|Q9BZS9|YG041_HUMAN,5618.478501143421,0.14022295634484877
sp|Q9HD40-2|SPCS_HUMAN,5627.406448526817,0.1402229564291916
sp|Q70YC5-5|ZN365_HUMAN,5653.71495185675,0.14022295650202257
sp|Q8WXS3-6|BAALC_HUMAN,5662.9379439695,0.14022295648518823
sp|Q08648-2|SG11B_HUMAN,5672.613051077153,0.14022295630808254
sp|Q14697-3|GANAB_HUMAN,5672.7204391048035,0.1402229566223297
sp|Q9UKS7-5|IKZF2_HUMAN,5725.183589590747,0.1402229564848347
sp|Q3LHN2|KR192_HUMAN,5736.564756326636,0.14022295653793548
sp|P56134-4|ATPK_HUMAN,5740.72001020204,0.14022295656786055
sp|A0A286YFK9|SIM38_HUMAN,5768.812993648248,0.1402229564079922
sp|Q86SY8|KTAS1_HUMAN,5769.472167915436,0.14022295648478783
sp|Q9BT09-2|CNPY3_HUMAN,5772.816174008191,0.14022295626187903
sp|Q86SE9-2|PCGF5_HUMAN,5778.720526771123,0.14022295629814133
sp|P56381|ATP5E_HUMAN,5779.70980418277,0.14022295645725752
sp|Q5VTU8|AT5EL_HUMAN,5806.8214111042835,0.14022295663803294
sp|Q6P6B1-2|ERIC5_HUMAN,5813.125450610984,0.14022295626265385
sp|Q7Z2E3-12|APTX_HUMAN,5827.8179104413075,0.14022295629922907
sp|Q96PV6-3|LENG8_HUMAN,5835.325330561027,0.1402229564335994
sp|Q6P093-3|ADCL2_HUMAN,5862.964784353047,0.14022295652132186
sp|O00453-6|LST1_HUMAN,5868.556335137491,0.14022295650349115
sp|Q8TB92-4|HMGC2_HUMAN,5873.829881782432,0.1402229565046502
sp|O00453-4|LST1_HUMAN,5887.420372766125,0.14022295651096883
sp|P60602-2|ROMO1_HUMAN,5899.8146834628,0.14022295634450663
sp|A6NJ69|IGIP_HUMAN,5936.908633178731,0.14022295639552257
sp|Q7Z2W7-2|TRPM8_HUMAN,5939.664397197055,0.1402229566039176
sp|P25791-4|RBTN2_HUMAN,5940.588457613212,0.14022295635527354
sp|A0A1B0GW54|SIM39_HUMAN,5955.252312232137,0.1402229564165472
sp|Q96KF2|PRAC1_HUMAN,5958.698332457856,0.1402229563465495
sp|O75394-2|RM33_HUMAN,5964.832641550856,0.14022295640812169
sp|A0A1B0GV90|CTXD2_HUMAN,5988.014452303135,0.14022295643089322
sp|P21145-4|MAL_HUMAN,5988.957348923423,0.14022295648543898
sp|Q8TCZ7|CU074_HUMAN,5990.779831553949,0.14022295640828467
sp|Q00LT1|PRCD_HUMAN,6006.78102468616,0.1402229565421418
sp|P04732|MT1E_HUMAN,6014.227166558448,0.14022295664507545
sp|P0C7T4|HMSDV_HUMAN,6023.086195904114,0.1402229564634858
sp|Q13794|APR_HUMAN,6030.036587909687,0.1402229563828419
sp|Q8N4H5|TOM5_HUMAN,6035.256794566962,0.140222956261423
sp|P80294|MT1H_HUMAN,6039.32289197251,0.1402229564388059
sp|Q86TS7|U730_HUMAN,6039.709928962988,0.14022295626250045
sp|P02795|MT2_HUMAN,6042.237307780108,0.14022295643132898
sp|P50135-3|HNMT_HUMAN,6045.912191398921,0.14022295642828475
sp|Q93083|MT1L_HUMAN,6062.292656616896,0.1402229563892028
sp|P80297|MT1X_HUMAN,6068.317754674804,0.14022295630520237
sp|P13640-2|MT1G_HUMAN,6070.333636182256,0.1402229564023069
